Tipo de educaciOn,Turno,¿Comparte?,CategorIa,Primer nivel de educaciOn que ofrece,Ultimo nivel de educaciOn que ofrece,Tiene comedor,Tiene copa de leche,Tiene equipo multidisciplinario,Con clases especiales,Horario,Tiene maestro de apoyo,Tiene maestro de apoyo Ceibal,Tiene maestro comunitario,Maestro mAs maestro,Maestro de trayectorias protegidas,Profesores especiales,Ruee Calculado,Rule Calculado
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,COMUN,1° AÑO ,6° AÑO ,SI,NO,NO,SI,,1,1,SI,0,0,1,1101166,2010027
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,2,SI,0,0,5,1101167,2010112
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,SI,,1,0,SI,0,0,2,1101168,2010113
ESCUELA COMUN,MATUTINO (4 HORAS),SI,COMUN,1° AÑO ,6° AÑO ,NO,NO,NO,NO,,0,0,NO,0,0,2,1101169,2010043
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,NO,NO,NO,NO,,0,0,NO,0,0,2,1101170,2010114
ESCUELA COMUN,EXTENDIDO (7 HORAS) ,NO,TIEMPO EXTENDIDO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,2,NO,0,0,11,1101172,2010076
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,1,0,SI,0,0,2,1101173,2010115
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,3 AÑOS ,6° AÑO ,NO,SI,NO,NO,,0,0,NO,0,0,1,1101174,2010116
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,2,1101175,2010117
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,3 AÑOS ,6° AÑO ,SI,SI,SI,NO,,0,0,SI,0,0,2,1101176,2010118
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,1° AÑO ,6° AÑO ,SI,SI,NO,SI,,1,0,SI,0,0,1,1101177,2010119
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),SI,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,1,1,SI,0,0,8,1101178,2010120
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,SI,1,0,2,1101179,2010121
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,1° AÑO ,6° AÑO ,NO,NO,NO,NO,,0,0,NO,0,0,4,1101180,2010122
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,3,SI,1,0,2,1101181,2010123
ESCUELA COMUN,MATUTINO (4 HORAS),SI,COMUN,1° AÑO ,6° AÑO ,NO,SI,NO,NO,,0,0,NO,0,0,1,1101182,2010124
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,7,1101183,2010125
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,1,NO,0,0,6,1101184,2010126
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,1° AÑO ,6° AÑO ,SI,NO,NO,SI,,1,0,SI,0,0,3,1101185,2010039
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,1,0,SI,0,0,3,1101186,2010087
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,1,0,SI,0,0,1,1101187,2010095
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,1,SI,0,0,1,1101188,2010127
ESCUELA COMUN,MATUTINO (4 HORAS),SI,COMUN,1° AÑO ,6° AÑO ,NO,NO,SI,NO,,0,0,NO,0,0,3,1101189,2010060
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,SI,0,0,1,1101190,2010128
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,2,SI,0,0,3,1101191,2010129
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),SI,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,1,SI,0,0,5,1101192,2010109
ESCUELA COMUN,EXTENDIDO (7 HORAS) ,NO,TIEMPO EXTENDIDO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,9,1101193,2010130
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,COMUN,1° AÑO ,6° AÑO ,NO,SI,SI,NO,,0,0,NO,0,0,1,1101195,2010073
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,SI,,1,3,SI,0,0,2,1101196,2010115
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,6,1101199,2010133
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,5 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,6,1101201,2010135
ESCUELA COMUN,MATUTINO (4 HORAS),SI,COMUN,1° AÑO ,6° AÑO ,NO,NO,NO,NO,,0,0,NO,0,0,2,1101219,2010152
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,SI,0,0,2,1101224,2010157
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,SI,0,0,1,1101225,2010158
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,1,1,SI,0,0,4,1101226,2010159
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,1,SI,0,0,1,1101227,2010160
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,1° AÑO ,6° AÑO ,SI,NO,NO,NO,,0,2,SI,2,0,2,1101230,2010163
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,NO,SI,NO,NO,,1,0,SI,0,0,4,1101238,2010171
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,1° AÑO ,6° AÑO ,SI,NO,NO,NO,,0,2,SI,0,0,1,1101249,2010182
ESCUELA COMUN,MATUTINO (4 HORAS),SI,DE PRACTICA,1° AÑO ,6° AÑO ,NO,NO,NO,NO,,0,0,NO,0,0,1,1101250,2010183
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,SI,1,0,2,1101251,2010184
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,2,NO,0,0,4,1101255,2010188
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,5 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,3,NO,2,0,2,1101258,2010191
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,SI,SI,,1,6,SI,0,1,4,1101262,2010194
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,0,SI,0,0,4,1101263,2010195
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,1° AÑO ,6° AÑO ,NO,SI,NO,NO,,0,0,NO,0,0,1,1101264,2010196
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,1° AÑO ,6° AÑO ,NO,SI,NO,NO,,0,1,SI,1,0,2,1101266,2010198
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),SI,DE TIEMPO COMPLETO,1° AÑO ,6° AÑO ,NO,NO,NO,NO,,0,2,NO,0,0,5,1101267,2010199
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,1° AÑO ,6° AÑO ,NO,NO,NO,NO,,0,0,NO,0,0,1,1101268,2010200
ESCUELA COMUN,MATUTINO (4 HORAS),SI,COMUN,4 AÑOS,6° AÑO ,NO,NO,NO,NO,,0,0,NO,0,0,5,1101269,2010001
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,1,0,SI,0,0,2,1101270,2010201
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,SI,,1,0,SI,0,0,3,1101271,2010202
ESCUELA COMUN,MATUTINO (4 HORAS),SI,COMUN,3 AÑOS ,6° AÑO ,NO,NO,SI,NO,,0,2,NO,0,0,3,1101273,2010031
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,COMUN,1° AÑO ,6° AÑO ,NO,NO,NO,NO,,0,0,NO,0,0,2,1101274,2010152
ESCUELA COMUN,MATUTINO (4 HORAS),SI,COMUN,4 AÑOS,6° AÑO ,NO,NO,NO,NO,,0,2,NO,2,0,1,1101275,2010051
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,1,4,SI,0,0,1,1101276,2010098
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,1° AÑO ,6° AÑO ,SI,SI,NO,SI,,2,1,SI,0,0,5,1101277,2010203
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,0,SI,0,0,1,1101289,2010211
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,SI,0,0,2,1101290,2010096
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,4,1101292,2010213
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,1,2,SI,0,0,2,1101299,2010218
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,3 AÑOS ,6° AÑO ,SI,NO,NO,SI,,1,0,SI,0,0,3,1101302,2010083
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,2,SI,0,0,2,1101303,2010102
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,1,0,SI,0,0,7,1101307,2010100
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,SI,1,0,3,1101308,2010053
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,SI,1,0,2,1101309,2010223
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),SI,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,1,1,SI,0,0,8,1101317,2010231
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,1° AÑO ,6° AÑO ,SI,SI,NO,SI,,1,0,SI,0,0,2,1101318,2010094
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),SI,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,1,0,SI,1,0,5,1101319,2010120
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,DE PRACTICA,1° AÑO ,6° AÑO ,NO,NO,NO,NO,,0,0,NO,0,0,1,1101323,2010183
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),SI,APRENDER,3 AÑOS ,6° AÑO ,SI,SI,NO,SI,,1,2,SI,0,0,3,1101324,2010234
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,6,1101326,2010236
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,6,1101327,2010237
ESCUELA COMUN,MATUTINO (4 HORAS),SI,COMUN,1° AÑO ,6° AÑO ,NO,SI,NO,NO,,0,0,NO,0,0,4,1101329,2010055
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,1,NO,0,0,6,1101330,2010239
ESCUELA COMUN,MATUTINO (4 HORAS),SI,COMUN,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,1,1101331,2010085
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,1,SI,0,0,1,1101332,2010089
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,SI,0,0,3,1101334,2010099
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,NO,SI,NO,NO,,1,1,NO,0,0,1,1101335,2010240
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,SI,,1,0,SI,4,0,2,1101336,2010113
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,1° AÑO ,6° AÑO ,SI,SI,NO,SI,,1,0,SI,1,0,1,1101337,2010119
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,1° AÑO ,6° AÑO ,SI,NO,NO,NO,,0,3,SI,0,0,4,1101338,2010241
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,COMUN,1° AÑO ,6° AÑO ,NO,SI,NO,NO,,0,0,NO,0,0,1,1101339,2010124
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,0,SI,0,0,1,1101340,2010127
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,SI,1,0,1,1101341,2010158
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,SI,,0,1,SI,0,0,3,1101342,2010160
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,0,SI,0,0,2,1101343,2010195
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,1,1101344,2010030
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,1,0,SI,0,0,1,1101350,2010246
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,NO,SI,NO,NO,,0,2,SI,0,0,3,1101353,2010249
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,SI,0,0,1,1101354,2010250
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,1° AÑO ,6° AÑO ,SI,NO,NO,NO,,0,2,SI,0,0,1,1101355,2010251
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,SI,0,0,2,1101356,2010252
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,2,SI,0,0,1,1101357,2010253
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,3,1101359,2010254
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,8,1101360,2010255
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,5,1101361,2010256
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,4,1101364,2010259
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,NO,NO,NO,NO,,0,0,NO,0,0,1,1101366,2010261
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,NO,SI,NO,SI,,1,0,SI,0,0,1,1101367,2010240
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,NO,SI,NO,NO,,0,0,NO,1,0,1,1101369,2010263
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,4,1101371,2010265
ESCUELA COMUN,MATUTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,SI,0,0,1,1101372,2010266
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,SI,0,0,1,1101373,2010266
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,4,1101375,2010268
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,3,1101376,2010269
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,DE PRACTICA,3 AÑOS ,6° AÑO ,NO,NO,NO,NO,,0,1,NO,0,0,4,1102002,2020001
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,HABILITADA DE PRACTICA,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,5,NO,1,0,7,1102003,2020002
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102004,2020003
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,1,2,SI,1,0,6,1102005,2020004
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,1,1102006,2020005
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102007,2020006
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,2,NO,0,0,4,1102008,2020007
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102009,2020008
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1102010,2020009
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102011,2020010
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1102012,2020011
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102013,2020012
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102014,2020013
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102015,2020014
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102016,2020015
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,4,SI,1,0,6,1102017,2020016
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1102018,2020017
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,2,SI,0,0,7,1102019,2020018
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,2,1102020,2020019
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,SI,NO,,0,0,NO,0,0,0,1102021,2020020
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102022,2020021
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,3 AÑOS ,6° AÑO ,SI,SI,NO,SI,,0,0,SI,0,0,4,1102023,2020022
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102024,2020023
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102025,2020024
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102026,2020025
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI ,SI,,NO,,0,0,,0,0,0,1102027,2020026
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),SI,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,2,1102028,2020027
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102029,2020028
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1102030,2020029
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1102031,2020030
ESCUELA COMUN,RURAL (5 HORAS),SI,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,1,NO,0,0,6,1102032,2020031
ESCUELA COMUN,RURAL (5 HORAS),SI,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102033,2020032
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102034,2020033
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1102035,2020034
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),SI,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,1,NO,0,0,4,1102036,2020035
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,HABILITADA DE PRACTICA,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,10,1102037,2020036
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1102038,2020037
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),SI,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,SI,0,0,3,1102039,2020038
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,2,NO,0,0,4,1102040,2020039
